Created On,Topic,Owner,Potential Customer,Status,Status Reason,Est. revenue,Est. close date,Actual Revenue,Actual Close date,Probability,Rating,Sales Stage,Forecast category,Customer Need,Proposed Solution,Source Campaign,Purchase Process,Purchase Timeframe,Currency,Contact,Price List,Revenue
03/30/24,Wingtip Toys | Stainless Steel Tamper,Sophia Martinez,Margie's Travel,Lost,Out-Sold,750,04/10/24,0,04/10/24,55,Warm,Close,,DRINKWARE,Stainless Steel Tamper,New Product Release,Unknown,Immediate,US Dollar,Nancy Cook,Contoso Coffee Price List,User Provided
05/21/22,VanArsdel Ltd. | Diner Mug,Sophia Martinez,Margie's Travel,Won,Won,200,07/20/22,200,07/20/22,65,Warm,Close,,DRINKWARE,Diner Mug,Coffee Machine Excellence,Individual,This Quarter,US Dollar,Roland Hofmann,Contoso Coffee Price List,User Provided
03/28/23,The Phone Company | Caf̩ PG-1,Sophia Martinez,Margie's Travel,Lost,Out-Sold,53000,07/19/23,0,07/19/23,60,Warm,Close,,COMMERCIAL COFFEE GRINDERS,Caf̩ PG-1,,Individual,This Quarter,US Dollar,Neel Marke,Contoso Coffee Price List,User Provided
03/14/23,Margie's Travel | AutoDrip,Sophia Martinez,Margie's Travel,Lost,Canceled,3800,03/28/23,0,03/28/23,45,Cold,Close,,CONSUMER COFFEE MAKERS,AutoDrip,Customer Follow-up,Unknown,Immediate,US Dollar,Jan Stevens,Contoso Coffee Price List,User Provided
03/17/25,Wingtip Toys | Travel Brew 100,Sophia Martinez,Margie's Travel,Open,In Progress,6500,04/03/25,0,,100,Hot,Propose,,CONSUMER COFFEE MAKERS,Travel Brew 100,Customer Follow-up,Unknown,Immediate,US Dollar,Nancy Cook,Contoso Coffee Price List,User Provided
11/05/23,Margie's Travel | Caf̩ A-200 Automatic,Sophia Martinez,Margie's Travel,Lost,Canceled,100450,02/23/24,0,02/23/24,40,Cold,Develop,,COMMERCIAL ESPRESSO,Caf̩ A-200 Automatic,Loyalty Customer Promotion,Unknown,Immediate,US Dollar,Jan Stevens,Contoso Coffee Price List,User Provided
04/29/21,Margie's Travel | Caf̩ Corto,Sophia Martinez,Margie's Travel,Lost,Canceled,42850,06/21/21,0,06/21/21,35,Cold,Develop,,COMMERCIAL ESPRESSO,Caf̩ Corto,Coffee Innovation Webinar,Unknown,Immediate,US Dollar,Jan Stevens,Contoso Coffee Price List,User Provided
02/09/25,Alpine Ski House | Brew Filters,Sophia Martinez,Margie's Travel,Open,In Progress,350,04/10/25,0,,85,Hot,Qualify,,DRINKWARE,Brew Filters,Barista Monthly Digest,Unknown,This Quarter,US Dollar,Cacilia Viera,Contoso Coffee Price List,User Provided
04/26/21,Margie's Travel | Caf̩ PG-1 Pro,Sophia Martinez,Margie's Travel,Lost,Canceled,11250,05/17/21,0,05/17/21,35,Cold,Develop,,COMMERCIAL COFFEE GRINDERS,Caf̩ PG-1 Pro,Intelligent Coffee Machine Showcase,Unknown,Immediate,US Dollar,Jan Stevens,Contoso Coffee Price List,User Provided
08/03/21,Wide World Importers | Caf̩ A-100 Automatic,Sophia Martinez,Margie's Travel,Won,Won,255050,04/25/22,255050,04/25/22,80,Hot,Close,,COMMERCIAL ESPRESSO,Caf̩ A-100 Automatic,,Individual,Immediate,US Dollar,Rodrigo Carrera,Contoso Coffee Price List,User Provided
12/12/22,Northwind Traders | Caf̩ BG-1,Sophia Martinez,Margie's Travel,Won,Won,37850,01/29/23,37850,01/29/23,80,Hot,Close,,COMMERCIAL COFFEE GRINDERS,Caf̩ BG-1,Loyalty Customer Promotion,Committee,Immediate,US Dollar,Heriberto Nathan,Contoso Coffee Price List,User Provided
09/17/23,Humongous Insurance | Crema Caf̩ XL,Sophia Martinez,Margie's Travel,Won,Won,12550,10/10/23,12550,10/10/23,95,Hot,Close,,CONSUMER ESPRESSO,Crema Caf̩ XL,Coffee Machine Excellence,Individual,Immediate,US Dollar,Naoki Sato,Contoso Coffee Price List,User Provided
06/19/24,Margie's Travel | Diner Mug,Sophia Martinez,Margie's Travel,Lost,Canceled,200,06/29/24,0,06/29/24,45,Cold,Qualify,,DRINKWARE,Diner Mug,Perfect Brew Coffee  Webinar,Unknown,Immediate,US Dollar,Jan Stevens,Contoso Coffee Price List,User Provided
12/17/24,Trey Research | Travel Mug,Sophia Martinez,Margie's Travel,Won,Won,450,02/15/25,450,02/15/25,80,Hot,Close,,DRINKWARE,Travel Mug,,Individual,This Quarter,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
12/17/24,Relecloud | 2-Year Fair Trade Coffee Subscription,Sophia Martinez,Margie's Travel,Won,Won,35200,03/22/25,35200,03/22/25,80,Hot,Close,,SUBSCRIPTION-CM,2-Year Fair Trade Coffee Subscription,,Individual,This Quarter,US Dollar,Orestas Schafer,Contoso Coffee Price List,User Provided
04/23/24,Margie's Travel | Travel Mug XL,Sophia Martinez,Munson's Pickles and Preserves Farm,Lost,Canceled,250,06/22/24,0,06/22/24,25,Cold,Qualify,Lost,DRINKWARE,Travel Mug XL,Coffee Trade Fair,Unknown,This Quarter,US Dollar,Jan Stevens,Contoso Coffee Price List,User Provided
09/27/22,Munson's Pickles and Preserves Farm | Accu Scale,Sophia Martinez,Munson's Pickles and Preserves Farm,Lost,Canceled,250,12/26/22,0,12/26/22,45,Cold,Qualify,,DRINKWARE,Accu Scale,,Individual,Next Quarter,US Dollar,Sue Vance,Contoso Coffee Price List,User Provided
05/02/21,Northwind Traders | 1-Year Fair Trade Coffee Subscription,Sophia Martinez,Munson's Pickles and Preserves Farm,Won,Won,40750,06/22/21,40750,06/22/21,90,Hot,Close,,SUBSCRIPTION-CM,1-Year Fair Trade Coffee Subscription,,Individual,Immediate,US Dollar,Heriberto Nathan,Contoso Coffee Price List,User Provided
03/11/22,Munson's Pickles and Preserves Farm | Airpot Lite,Sophia Martinez,Munson's Pickles and Preserves Farm,Lost,Canceled,2950,06/12/22,0,06/12/22,10,Cold,Close,,COMMERCIAL COFFEE MAKERS,Airpot Lite,Sustainable Coffee Newsletter,Unknown,Next Quarter,US Dollar,Sue Vance,Contoso Coffee Price List,User Provided
01/24/24,Fabrikam Inc. | Drink Spoon,Sophia Martinez,Munson's Pickles and Preserves Farm,Won,Won,50,03/24/24,50,03/24/24,75,Warm,Close,,DRINKWARE,Drink Spoon,,Individual,This Quarter,US Dollar,Eva Corets,Contoso Coffee Price List,User Provided
02/04/24,Margie's Travel | Caf̩ PG-1,Sophia Martinez,Munson's Pickles and Preserves Farm,Won,Won,10450,04/14/24,10450,04/14/24,60,Warm,Close,,COMMERCIAL COFFEE GRINDERS,Caf̩ PG-1,,Individual,This Quarter,US Dollar,Jan Stevens,Contoso Coffee Price List,User Provided
01/28/25,Lamna Healthcare Company | Smart Grind Travel,Sophia Martinez,Munson's Pickles and Preserves Farm,Open,In Progress,850,04/29/25,0,,70,Warm,Develop,,CONSUMER COFFEE GRINDERS,Smart Grind Travel,,Individual,Next Quarter,US Dollar,Tracy Harding,Contoso Coffee Price List,User Provided
03/05/25,Woodgrove Bank | Storage Canister,Sophia Martinez,Munson's Pickles and Preserves Farm,Open,In Progress,400,06/03/25,0,,20,Cold,Propose,,DRINKWARE,Storage Canister,,Individual,Next Quarter,US Dollar,Nealy Middas,Contoso Coffee Price List,User Provided
12/24/23,Munson's Pickles and Preserves Farm | Barista Lite,Sophia Martinez,Munson's Pickles and Preserves Farm,Lost,Canceled,17900,01/21/24,0,01/21/24,50,Cold,Develop,,CONSUMER ESPRESSO,Barista Lite,Customer Follow-up,Unknown,Immediate,US Dollar,Sue Vance,Contoso Coffee Price List,User Provided
08/27/23,Munson's Pickles and Preserves Farm | Caf̩ A-100 Automatic,Sophia Martinez,Munson's Pickles and Preserves Farm,Lost,Canceled,162600,02/16/24,0,02/16/24,45,Cold,Develop,,COMMERCIAL ESPRESSO,Caf̩ A-100 Automatic,Barista Monthly Digest,Unknown,Immediate,US Dollar,Sue Vance,Contoso Coffee Price List,User Provided
12/06/22,Munson's Pickles and Preserves Farm | Caf̩ Corto,Sophia Martinez,Munson's Pickles and Preserves Farm,Lost,Canceled,81150,03/07/23,0,03/07/23,45,Cold,Develop,,COMMERCIAL ESPRESSO,Caf̩ Corto,Customer Follow-up,Unknown,Immediate,US Dollar,Sue Vance,Contoso Coffee Price List,User Provided
05/31/24,Munson's Pickles and Preserves Farm | Caf̩ Corto,Sophia Martinez,Munson's Pickles and Preserves Farm,Lost,Canceled,169150,11/26/24,0,11/26/24,50,Cold,Develop,,COMMERCIAL ESPRESSO,Caf̩ Corto,Perfect Brew Coffee  Webinar,Unknown,Immediate,US Dollar,Sue Vance,Contoso Coffee Price List,User Provided
03/17/23,Humongous Insurance | Caf̩ BG-1 Pro,Sophia Martinez,Munson's Pickles and Preserves Farm,Won,Won,115950,07/21/23,115950,07/21/23,85,Hot,Close,,COMMERCIAL COFFEE GRINDERS,Caf̩ BG-1 Pro,Coffee Machine Excellence,Individual,Immediate,US Dollar,Naoki Sato,Contoso Coffee Price List,User Provided
03/22/24,Munson's Pickles and Preserves Farm | Caf̩ S-100 Semi-Automatic,Sophia Martinez,Munson's Pickles and Preserves Farm,Lost,Canceled,196050,01/02/25,0,01/02/25,15,Cold,Develop,Lost,COMMERCIAL ESPRESSO,Caf̩ S-100 Semi-Automatic,Global Coffee Expo,Unknown,Next Quarter,US Dollar,Sue Vance,Contoso Coffee Price List,User Provided
08/02/23,Munson's Pickles and Preserves Farm | Caf̩ S-100 Semi-Automatic,Sophia Martinez,Munson's Pickles and Preserves Farm,Lost,Canceled,319150,09/14/24,0,09/14/24,15,Cold,Close,,COMMERCIAL ESPRESSO,Caf̩ S-100 Semi-Automatic,Intelligent Coffee Machine Showcase,Unknown,Next Quarter,US Dollar,Sue Vance,Contoso Coffee Price List,User Provided
05/28/21,Lucerne Publishing | Caf̩ S-100 Semi-Automatic,Sophia Martinez,Munson's Pickles and Preserves Farm,Won,Won,55550,09/21/21,55550,09/21/21,75,Warm,Close,,COMMERCIAL ESPRESSO,Caf̩ S-100 Semi-Automatic,,Individual,This Quarter,US Dollar,Freida Farley,Contoso Coffee Price List,User Provided
01/01/24,Trey Research | Smart Grind Home,Sophia Martinez,Munson's Pickles and Preserves Farm,Won,Won,6050,01/17/24,6050,01/17/24,60,Warm,Close,,CONSUMER COFFEE GRINDERS,Smart Grind Home,Intelligent Coffee Machine Showcase,Unknown,Immediate,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
05/03/21,Best For You Organics Company | Storage Canister,Sophia Martinez,Nod Publishers,Won,Won,750,05/14/21,750,05/14/21,85,Hot,Close,,DRINKWARE,Storage Canister,,Individual,Immediate,US Dollar,Logan Patterson,Contoso Coffee Price List,User Provided
03/22/23,Munson's Pickles and Preserves Farm | Caf̩ Duo,Sophia Martinez,Nod Publishers,Won,Won,88000,06/28/23,88000,06/28/23,90,Hot,Close,,COMMERCIAL ESPRESSO,Caf̩ Duo,,Individual,Immediate,US Dollar,Sue Vance,Contoso Coffee Price List,User Provided
11/06/22,Wide World Importers | 2-Year Organic Office Coffee Subscription,Sophia Martinez,Nod Publishers,Won,Won,49800,01/05/23,49800,01/05/23,65,Warm,Close,,SUBSCRIPTION-CM,2-Year Organic Office Coffee Subscription,Loyalty Customer Promotion,Committee,Immediate,US Dollar,Rodrigo Carrera,Contoso Coffee Price List,User Provided
04/20/22,VanArsdel Ltd. | Caf̩ PG-1,Sophia Martinez,Nod Publishers,Won,Won,62000,07/01/22,62000,07/01/22,75,Warm,Close,,COMMERCIAL COFFEE GRINDERS,Caf̩ PG-1,Coffee Machine Excellence,Individual,Immediate,US Dollar,Roland Hofmann,Contoso Coffee Price List,User Provided
12/26/23,Nod Publishers | Caf̩ BG-1 Pro,Sophia Martinez,Nod Publishers,Lost,Canceled,43250,05/07/24,0,05/07/24,15,Cold,Develop,,COMMERCIAL COFFEE GRINDERS,Caf̩ BG-1 Pro,Loyalty Customer Promotion,Committee,Next Quarter,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
09/13/22,Nod Publishers | Caf̩ BG-1 Pro,Sophia Martinez,Nod Publishers,Lost,Canceled,167950,03/10/23,0,03/10/23,45,Cold,Develop,,COMMERCIAL COFFEE GRINDERS,Caf̩ BG-1 Pro,Loyalty Customer Promotion,Unknown,Immediate,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
08/28/24,Nod Publishers | CP Latte Cup with Saucer,Sophia Martinez,Nod Publishers,Lost,Canceled,150,11/26/24,0,11/26/24,20,Cold,Qualify,,DRINKWARE,CP Latte Cup with Saucer,Loyalty Customer Promotion,Committee,Next Quarter,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
09/16/24,VanArsdel Ltd. | Caf̩ Grande,Sophia Martinez,Nod Publishers,Won,Won,125600,03/21/25,125600,03/21/25,65,Warm,Close,,COMMERCIAL ESPRESSO,Caf̩ Grande,,Individual,This Quarter,US Dollar,Roland Hofmann,Contoso Coffee Price List,User Provided
10/05/23,Nod Publishers | Frothing Pitcher,Sophia Martinez,Nod Publishers,Lost,Canceled,350,01/03/24,0,01/03/24,45,Cold,Qualify,,DRINKWARE,Frothing Pitcher,,Individual,Next Quarter,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
04/25/23,Fabrikam Inc. | Storage Canister,Sophia Martinez,Northwind Traders,Lost,Out-Sold,550,06/25/23,0,06/25/23,55,Warm,Close,,DRINKWARE,Storage Canister,Loyalty Customer Promotion,Committee,This Quarter,US Dollar,Eva Corets,Contoso Coffee Price List,User Provided
08/17/24,Northwind Traders | 6-Month Fair Trade Coffee Subscription,Sophia Martinez,Northwind Traders,Lost,Canceled,18750,12/04/24,0,12/04/24,45,Cold,Develop,,SUBSCRIPTION-CM,6-Month Fair Trade Coffee Subscription,,Individual,Next Quarter,US Dollar,Heriberto Nathan,Contoso Coffee Price List,User Provided
12/31/22,Fabrikam Inc. | Caf̩ Duo,Sophia Martinez,Northwind Traders,Won,Won,83850,05/24/23,83850,05/24/23,75,Warm,Close,,COMMERCIAL ESPRESSO,Caf̩ Duo,,Individual,This Quarter,US Dollar,Eva Corets,Contoso Coffee Price List,User Provided
07/08/21,Northwind Traders | Airpot,Sophia Martinez,Northwind Traders,Lost,Canceled,8950,10/15/21,0,10/15/21,30,Cold,Develop,,COMMERCIAL COFFEE MAKERS,Airpot,,Individual,Next Quarter,US Dollar,Heriberto Nathan,Contoso Coffee Price List,User Provided
03/29/25,Adventure Works Cycles | 2-Year Organic Office Coffee Subscription,Sophia Martinez,Northwind Traders,Open,In Progress,59750,07/27/25,0,,5,Cold,Develop,,SUBSCRIPTION-CM,2-Year Organic Office Coffee Subscription,,Individual,This Quarter,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
08/11/24,Wingtip Toys | Caf̩ A-100 Automatic,Sophia Martinez,Northwind Traders,Won,Won,164850,02/02/25,164850,02/02/25,85,Hot,Close,,COMMERCIAL ESPRESSO,Caf̩ A-100 Automatic,Coffee Machine Excellence,Individual,Immediate,US Dollar,Nancy Cook,Contoso Coffee Price List,User Provided
03/13/23,Northwind Traders | Barista Express,Sophia Martinez,Northwind Traders,Lost,Canceled,174350,12/02/23,0,12/02/23,5,Cold,Develop,,COMMERCIAL ESPRESSO,Barista Express,Coffee Innovation Webinar,Unknown,Next Quarter,US Dollar,Heriberto Nathan,Contoso Coffee Price List,User Provided
03/22/23,Northwind Traders | Barista Home,Sophia Martinez,Northwind Traders,Lost,Canceled,23200,07/13/23,0,07/13/23,35,Cold,Develop,,CONSUMER ESPRESSO,Barista Home,,Individual,Next Quarter,US Dollar,Heriberto Nathan,Contoso Coffee Price List,User Provided
10/12/24,Margie's Travel | 1-Year Organic Office Coffee Subscription,Sophia Martinez,Northwind Traders,Won,Won,33550,11/25/24,33550,11/25/24,60,Warm,Close,,SUBSCRIPTION-CM,1-Year Organic Office Coffee Subscription,New Product Release,Unknown,Immediate,US Dollar,Jan Stevens,Contoso Coffee Price List,User Provided
04/29/24,Northwind Traders | Caf̩ Corto,Sophia Martinez,Northwind Traders,Lost,Canceled,156600,10/13/24,0,10/13/24,40,Cold,Develop,,COMMERCIAL ESPRESSO,Caf̩ Corto,Global Coffee Expo,Unknown,Immediate,US Dollar,Heriberto Nathan,Contoso Coffee Price List,User Provided
11/18/24,Fourth Coffee | Crema Caf̩,Sophia Martinez,Northwind Traders,Open,In Progress,25200,07/01/25,0,,5,Cold,Develop,,CONSUMER ESPRESSO,Crema Caf̩,Global Coffee Expo,Unknown,This Year,US Dollar,Carole Poland,Contoso Coffee Price List,User Provided
04/28/23,Best For You Organics Company | Caf̩ A-100 Automatic,Sophia Martinez,Northwind Traders,Won,Won,148100,11/22/23,148100,11/22/23,65,Warm,Close,,COMMERCIAL ESPRESSO,Caf̩ A-100 Automatic,Coffee Machine Excellence,Individual,This Quarter,US Dollar,Logan Patterson,Contoso Coffee Price List,User Provided
03/27/22,Southridge Video | CP Cappuccino Cup with Saucer,Sophia Martinez,Northwind Traders,Won,Won,200,05/26/22,200,05/26/22,65,Warm,Close,,DRINKWARE,CP Cappuccino Cup with Saucer,,Individual,This Quarter,US Dollar,Conrad Fenwick,Contoso Coffee Price List,User Provided
09/17/22,Lamna Healthcare Company | Storage Canister,Sophia Martinez,Northwind Traders,Won,Won,200,09/27/22,200,09/27/22,85,Hot,Close,,DRINKWARE,Storage Canister,,Individual,Immediate,US Dollar,Tracy Harding,Contoso Coffee Price List,User Provided
03/15/25,Consolidated Messenger | CP Cappuccino Cup with Saucer,Sophia Martinez,Northwind Traders,Open,In Progress,150,10/01/25,0,,0,Cold,Develop,,DRINKWARE,CP Cappuccino Cup with Saucer,Coffee Machine Excellence,Individual,This Year,US Dollar,Angela Nicholson,Contoso Coffee Price List,User Provided
06/10/21,Southridge Video | Crema Quatro,Sophia Martinez,Northwind Traders,Won,Won,20450,08/29/21,20450,08/29/21,65,Warm,Close,,CONSUMER ESPRESSO,Crema Quatro,,Individual,This Quarter,US Dollar,Conrad Fenwick,Contoso Coffee Price List,User Provided
10/21/24,Southridge Video | Frothing Pitcher,Sophia Martinez,Northwind Traders,Won,Won,200,12/20/24,200,12/20/24,65,Warm,Close,,DRINKWARE,Frothing Pitcher,,Individual,This Quarter,US Dollar,Conrad Fenwick,Contoso Coffee Price List,User Provided
08/05/21,Northwind Traders | Caf̩ PG-1 Pro,Sophia Martinez,Northwind Traders,Lost,Canceled,37300,09/21/21,0,09/21/21,30,Cold,Develop,,COMMERCIAL COFFEE GRINDERS,Caf̩ PG-1 Pro,Customer Care Campaign,Unknown,Immediate,US Dollar,Heriberto Nathan,Contoso Coffee Price List,User Provided
08/23/21,Nod Publishers | Caf̩ BG-1 Pro,Sophia Martinez,Northwind Traders,Won,Won,27350,09/29/21,27350,09/29/21,85,Hot,Close,,COMMERCIAL COFFEE GRINDERS,Caf̩ BG-1 Pro,,Individual,Immediate,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
12/07/23,Northwind Traders | CP Cappuccino Cup with Saucer,Sophia Martinez,Northwind Traders,Lost,Canceled,0,12/17/23,0,12/17/23,45,Cold,Qualify,,DRINKWARE,CP Cappuccino Cup with Saucer,Loyalty Customer Promotion,Unknown,Immediate,US Dollar,Heriberto Nathan,Contoso Coffee Price List,User Provided
08/30/23,Contoso Ltd. | Caf̩ Corto,Sophia Martinez,Northwind Traders,Won,Won,113650,02/20/24,113650,02/20/24,65,Warm,Close,,COMMERCIAL ESPRESSO,Caf̩ Corto,Coffee Machine Excellence,Individual,This Quarter,US Dollar,Daisy Pope,Contoso Coffee Price List,User Provided
04/12/23,Northwind Traders | Diner Mug,Sophia Martinez,Northwind Traders,Lost,Canceled,400,07/11/23,0,07/11/23,10,Cold,Qualify,Lost,DRINKWARE,Diner Mug,Barista Monthly Digest,Unknown,Next Quarter,US Dollar,Heriberto Nathan,Contoso Coffee Price List,User Provided
04/02/21,Northwind Traders | Drink Spoon,Sophia Martinez,Northwind Traders,Lost,Canceled,100,06/01/21,0,06/01/21,20,Cold,Qualify,,DRINKWARE,Drink Spoon,Customer Follow-up,Unknown,This Quarter,US Dollar,Heriberto Nathan,Contoso Coffee Price List,User Provided
04/28/23,Bellows College | Caf̩ A-100 Automatic,Sophia Martinez,Northwind Traders,Won,Won,200650,01/14/24,200650,01/14/24,75,Warm,Close,,COMMERCIAL ESPRESSO,Caf̩ A-100 Automatic,Coffee Machine Excellence,Individual,This Quarter,US Dollar,Lina Nevland,Contoso Coffee Price List,User Provided
07/10/23,Northwind Traders | Precision Grind Home,Sophia Martinez,Northwind Traders,Lost,Canceled,3250,07/23/23,0,07/23/23,45,Cold,Close,,CONSUMER COFFEE GRINDERS,Precision Grind Home,Customer Follow-up,Unknown,Immediate,US Dollar,Heriberto Nathan,Contoso Coffee Price List,User Provided
08/12/21,Northwind Traders | Smart Grind Home,Sophia Martinez,Northwind Traders,Lost,Canceled,3500,11/14/21,0,11/14/21,10,Cold,Close,,CONSUMER COFFEE GRINDERS,Smart Grind Home,Coffee Innovation Webinar,Unknown,Next Quarter,US Dollar,Heriberto Nathan,Contoso Coffee Price List,User Provided
09/11/24,Humongous Insurance | Airpot Duo,Sophia Martinez,Northwind Traders,Won,Won,3100,09/24/24,3100,09/24/24,65,Warm,Close,,COMMERCIAL COFFEE MAKERS,Airpot Duo,Loyalty Customer Promotion,Committee,Immediate,US Dollar,Naoki Sato,Contoso Coffee Price List,User Provided
05/01/24,Fabrikam Inc. | Crema Quatro,Sophia Martinez,Northwind Traders,Won,Won,21500,06/02/24,21500,06/02/24,65,Warm,Close,,CONSUMER ESPRESSO,Crema Quatro,Loyalty Customer Promotion,Committee,Immediate,US Dollar,Eva Corets,Contoso Coffee Price List,User Provided
12/18/23,Northwind Traders | Stainless Steel Tamper,Sophia Martinez,Northwind Traders,Lost,Canceled,550,03/18/24,0,03/18/24,35,Cold,Qualify,,DRINKWARE,Stainless Steel Tamper,,Individual,Next Quarter,US Dollar,Heriberto Nathan,Contoso Coffee Price List,User Provided
10/18/24,Trey Research | 1-Year Espresso Blend Coffee Subscription,Sophia Martinez,Northwind Traders,Won,Won,39600,01/26/25,39600,01/26/25,85,Hot,Close,,SUBSCRIPTION-CM,1-Year Espresso Blend Coffee Subscription,,Individual,This Quarter,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
11/30/21,Fabrikam Inc. | Carafe Pro,Sophia Martinez,Northwind Traders,Won,Won,650,12/11/21,650,12/11/21,90,Hot,Close,,DRINKWARE,Carafe Pro,,Individual,Immediate,US Dollar,Eva Corets,Contoso Coffee Price List,User Provided
07/25/22,Northwind Traders | Travel Mug XL,Sophia Martinez,Northwind Traders,Lost,Canceled,1200,08/05/22,0,08/05/22,45,Cold,Close,Lost,DRINKWARE,Travel Mug XL,Global Coffee Expo,Unknown,Immediate,US Dollar,Heriberto Nathan,Contoso Coffee Price List,User Provided
12/26/21,Liberty's Delightful Sinful Bakery & Cafe | Crema Caf̩,Sophia Martinez,Northwind Traders,Won,Won,7600,03/04/22,7600,03/04/22,75,Warm,Close,,CONSUMER ESPRESSO,Crema Caf̩,,Individual,This Quarter,US Dollar,Daisy Pope,Contoso Coffee Price List,User Provided
09/28/24,Northwind Traders | Water line,Sophia Martinez,Northwind Traders,Lost,Canceled,300,11/27/24,0,11/27/24,25,Cold,Qualify,,SERVICES,Water line,Intelligent Coffee Machine Showcase,Unknown,This Quarter,US Dollar,Heriberto Nathan,Contoso Coffee Price List,User Provided
05/15/21,Proseware Inc. | Brew Filters,Sophia Martinez,Proseware Inc.,Lost,Canceled,400,08/13/21,0,08/13/21,10,Cold,Qualify,Lost,DRINKWARE,Brew Filters,Coffee Innovation Webinar,Unknown,Next Quarter,US Dollar,Petr Kar,Contoso Coffee Price List,User Provided
07/03/24,Southridge Video | Crema Caf̩ XL,Sophia Martinez,Proseware Inc.,Won,Won,22100,09/23/24,22100,09/23/24,65,Warm,Close,,CONSUMER ESPRESSO,Crema Caf̩ XL,,Individual,This Quarter,US Dollar,Conrad Fenwick,Contoso Coffee Price List,User Provided
07/28/21,Contoso Suites | Smart Grind Travel,Sophia Martinez,Proseware Inc.,Won,Won,5250,08/12/21,5250,08/12/21,85,Hot,Close,,CONSUMER COFFEE GRINDERS,Smart Grind Travel,,Individual,Immediate,US Dollar,Lucy Lambert,Contoso Coffee Price List,User Provided
03/22/24,Proseware Inc. | Caf̩ A-200 Automatic,Sophia Martinez,Proseware Inc.,Lost,Canceled,103800,01/20/25,0,01/20/25,10,Cold,Develop,,COMMERCIAL ESPRESSO,Caf̩ A-200 Automatic,Loyalty Customer Promotion,Committee,This Year,US Dollar,Petr Kar,Contoso Coffee Price List,User Provided
04/17/24,Proseware Inc. | Caf̩ A-200 Automatic,Sophia Martinez,Proseware Inc.,Lost,Canceled,233100,03/06/25,0,03/06/25,10,Cold,Develop,,COMMERCIAL ESPRESSO,Caf̩ A-200 Automatic,Perfect Brew Coffee  Webinar,Unknown,Next Quarter,US Dollar,Petr Kar,Contoso Coffee Price List,User Provided
08/20/21,Proseware Inc. | Caf̩ Corto,Sophia Martinez,Proseware Inc.,Lost,Canceled,96350,06/12/22,0,06/12/22,25,Cold,Develop,,COMMERCIAL ESPRESSO,Caf̩ Corto,Coffee Machine Excellence,Individual,This Year,US Dollar,Petr Kar,Contoso Coffee Price List,User Provided
03/21/25,Fabrikam Inc. | 6-Month Fair Trade Coffee Subscription,Sophia Martinez,Proseware Inc.,Open,In Progress,3800,05/24/25,0,,75,Warm,Develop,,SUBSCRIPTION-CM,6-Month Fair Trade Coffee Subscription,,Individual,This Quarter,US Dollar,Eva Corets,Contoso Coffee Price List,User Provided
06/10/24,Consolidated Messenger | Caf̩ PG-1,Sophia Martinez,Proseware Inc.,Won,Won,21100,08/30/24,21100,08/30/24,60,Warm,Close,,COMMERCIAL COFFEE GRINDERS,Caf̩ PG-1,,Individual,This Quarter,US Dollar,Angela Nicholson,Contoso Coffee Price List,User Provided
11/13/21,Proseware Inc. | Cleaning Kit,Sophia Martinez,Proseware Inc.,Lost,Canceled,150,11/23/21,0,11/23/21,50,Cold,Qualify,,DRINKWARE,Cleaning Kit,Barista Monthly Digest,Unknown,Immediate,US Dollar,Petr Kar,Contoso Coffee Price List,User Provided
09/02/24,Proseware Inc. | CP Latte Cup with Saucer,Sophia Martinez,Proseware Inc.,Lost,Canceled,200,03/21/25,0,03/21/25,30,Cold,Qualify,,DRINKWARE,CP Latte Cup with Saucer,Coffee Machine Excellence,Individual,This Year,US Dollar,Petr Kar,Contoso Coffee Price List,User Provided
09/30/23,Proseware Inc. | Cupping Glass,Sophia Martinez,Proseware Inc.,Lost,Canceled,50,11/29/23,0,11/29/23,30,Cold,Qualify,,DRINKWARE,Cupping Glass,Coffee Trade Fair,Unknown,This Quarter,US Dollar,Petr Kar,Contoso Coffee Price List,User Provided
12/16/24,Contoso Ltd. | Diner Mug,Sophia Martinez,Proseware Inc.,Won,Won,300,12/26/24,300,12/26/24,85,Hot,Close,,DRINKWARE,Diner Mug,,Individual,Immediate,US Dollar,Daisy Pope,Contoso Coffee Price List,User Provided
08/27/21,Proseware Inc. | Deluxe Decanter,Sophia Martinez,Proseware Inc.,Lost,Canceled,600,10/27/21,0,10/27/21,30,Cold,Qualify,,DRINKWARE,Deluxe Decanter,Loyalty Customer Promotion,Unknown,This Quarter,US Dollar,Petr Kar,Contoso Coffee Price List,User Provided
09/16/21,Wingtip Toys | Caf̩ Duo,Sophia Martinez,Proseware Inc.,Won,Won,14900,10/11/21,14900,10/11/21,85,Hot,Close,,COMMERCIAL ESPRESSO,Caf̩ Duo,Coffee Machine Excellence,Individual,Immediate,US Dollar,Nancy Cook,Contoso Coffee Price List,User Provided
